Entity	Source	By-Statement
Pranab Mukherjee	DecH	The department has focused on e-governance initiatives to meet the challenges of the rapidly changing economic environment and the expectations of the growing numbers of taxpayers , Pranabmukherjee said in his address at the concluding ceremony here of the year-long celebrations commemorating 150 years of the income tax department .
Pranab Mukherjee	DecH	The best way to cool soaring prices is to boost output with better technology , more competition among more producers and better information , India 's finance minister PERSON said at meeting of PERSON finance ministers and central bank governors on commodities and energy .
Pranab Mukherjee	DecH	As many as 73,000 villages will be brought into banking network with the help of technology by March 31 , Pranabmukherjee said , adding actions are being taken .
Pranab Mukherjee	DecH	Meeting the expectations of these 21st century entrepreneurs is a challenging job , Pranabmukherjee said .
Pranab Mukherjee	DecH	There is no reason why Chinese companies should not take advantage of Indias make in India initiative , Pranabmukherjee told chairman of the standing committee of the National peoples Congress of China PERSON on Monday .
Pranab Mukherjee	Telegraph	Participating at the second convocation of the Indian Institute of technology , Patna last month , Pranabmukherjee asked the youngsters to develop innovative strategies to promote inclusive growth of those at the grassroots .
Pranab Mukherjee	Telegraph	My government will come out with a comprehensive national energy policy and focus on the development of energy related infrastructure , human resources and technology , president Pranabmukherjee said in his address to the joint sitting of parliament today which outlined the vision of the newly elected government .
Pranab Mukherjee	Telegraph	Addressing the 12th convocation ceremony of Tezpur University today , Pranabmukherjee said he had called upon central universities to open innovation clubs to spur an innovation culture and translate the slogan of inclusion in innovation into a workable framework .
Pranab Mukherjee	Telegraph	On the role of universities , Pranabmukherjee said they have to be the breeding ground for creative quests and cutting-edge technological developments .
Pranab Mukherjee	IE	Inaugurating the five-day Namami Brahmaputra festival organised by Sarbananda Sonowals Bjp-Led government , president PERSON also said this was the time that adequate infrastructure backed by appropriate technology was built up to make Assam the hub of Indias act East policy .
Pranab Mukherjee	IE	As more and more transactions become cashless , it will improve the transparency of the economy , Pranabmukherjee said .
Pranab Mukherjee	IE	Shedding the shackles of mediocrity is the key challenge for the IIT system and Iitians in the 21st century , president PERSON said on Saturday at the 44th convocation of the Indian Institute of technology , Delhi .
Pranab Mukherjee	IE	In his address , Pranabmukherjee said that Demonetisation has resulted in the temporary slowdown of the economy but as more and more transactions become cashless , it will improve the transparency of the economy .
Pranab Mukherjee	IE	It is not acceptable that one would ransack the hospital and beat up doctors if there was an allegation that a patient has died due to medical negligence , said Pranabmukherjee , speaking at the inauguration of Indian Institute of liver and digestive sciences ( Iilds ) , the first full-fledged healthcare Institute dedicated to liver diseases in eastern India , set up by the West Bengal liver foundation in Sonarpur in the southern suburbs of Kolkata .
Pranab Mukherjee	IE	( PTI photo ) president PERSON has said India is committed to continuing its political , technical and economic cooperation with Uganda in the manner that Uganda government requires it for meeting its developmental goals .
Pranab Mukherjee	IE	( source : express photo by PERSON ) technology , Pranabmukherjee said , has opened the floodgates to the deluge of one-way unfiltered communication by the privileged to those who are less so .
Pranab Mukherjee	IE	B'President Pranabmukherjee said that Indian education institutions indulged in scientific research will soon reach on top .
Pranab Mukherjee	IE	( source : PTI ) president PERSON said that Indian education institutions indulged in scientific research will soon reach on top .
Prithviraj Chavan	IE	Chief minister PERSON on Friday said the state should be driven by information technology ( it ) to help it fuel a high growth rate .
