Entity	Source	By-Statement
Modi	IE	after four years in office, prime minister modi has announced his intention to give farmers msps that are at least 50 per cent above the cost (a2+fl and not c2).
Modi	IE	prime minister modi too had said in his campaign speeches that writing off farm loans would be among the foremost tasks of the bjp government in uttar pradesh.
Modi	IE	despite good rains,the entire country,its villages,farmers and poor people are still struggling with life, modi said,criticising the policies of the upa government with regard to poverty and agricultural growth.
Modi	IE	(source: ap)prime minister modi has asked 11 drought-hit states including maharashtra to take measures on a weekly basis for drought-proofing of villages till the monsoon arrives in the first week of june.
Modi	IE	launching a stinging attack on the opposition party over corruption at an election rally in sundernagar, modi said the congress campaign against demonetisation was driven by its attempts to mislead the people and create an atmosphere against him before he can raise a storm over benami assets.
Modi	IE	prime minister modi modiprime minister modi on thursday asked his party mps to expose the lies and disinformation campaign of the opposition over the governments stand on obcs and the gst legislation by studying the facts and creating the right awareness about them.
Modi	IE	all the 125 crore people of the country have equal value and importance, modi said in his monthly radio programme mann ki baat in which he also pushed for more digital transactions, informed about the launch of south asia satellite on may 5 and spoke about some other issues.
Modi	IE	as part of his push for digital payments, modi asked the youth to capitalise on a scheme that entails cash rewards for those encouraging others to use the governments bharat interface for money (bhim) app for transactions.
Modi	IE	bjp in its lok kalyan sankalp patra (manifesto) had promised to waive loans of small and marginal farmers, and prime minister modi had said in his election speeches that writing off the farmers loans would be among the foremost tasks of the partys government.
Modi	IE	in the same year, nearly a month after prime minister modi announced the decision to scrap old rs 500 and rs 1,000 notes, it was reported that a record number of 564 maoists surrendered in the last 28 days.
Modi	IE	promising a new nation in a new year and a clean-up of what he called the 70-year-old slush pile of black money, prime minister modi told his party mps tuesday that the decision to demonetise notes of higher denomination was to help the poor.
Modi	IE	cautioning the party against drawing unfair parallels between the demonetisation and the surgical strike on terror launch pads along the loc, modi said that more steps would be taken to fight black money and corruption.
Modi	IE	modi said the demonetisation process is a great move but not as big as the surgical strike.
Modi	IE	with farmers ending lives in the parched saurashtra region in an election year,chief minister modi on tuesday announced an ambitious rs 10,000-crore irrigation project,to be called saurashtra narmada avtaran irrigation yojana (sauni),which aims to fill all 115 dams in the region with narmada water by interlinking a total of 87 rivers.
Modi	IE	in a bid to counter patel who has been raising the issue of suicides by farmers,modi also announced to hold a series of farmer development conventions at all the 115 dam sites in the region before october 7,when the cm completes 11 years in office.
Modi	IE	prime minister modi , on november 29 last year, had asked bjp mps and mlas to submit their bank account statements of transaction between november 8, the day he announced demonetisation, and december 31 to party chief amit shah on january 1.
Modi	IE	the state governments have to do nothing but just make a list of all the deserving farmers with full honesty, and send the list to us, said modi.
